uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT00980D,W,2010-05-17,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00980E,W,2010-05-17,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00980F,W,2010-05-17,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009810,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009811,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009812,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009813,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009814,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009815,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009816,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009817,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009818,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009819,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00981A,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00981B,W,2010-05-24,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00981C,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT00981D,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00981E,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00981F,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009820,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009821,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009822,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,1
DPSRT009823,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009824,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009825,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009826,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009827,W,2010-05-31,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009828,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009829,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00982A,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00982B,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00982C,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00982D,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00982E,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00982F,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009830,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009831,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009832,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009833,W,2010-06-07,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009834,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009835,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009836,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009837,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009838,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009839,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00983A,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00983B,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT00983C,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT00983D,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00983E,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00983F,W,2010-06-14,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009840,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009841,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009842,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009843,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009844,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009845,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009846,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009847,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009848,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009849,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00984A,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00984B,W,2010-06-21,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00984C,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT00984D,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00984E,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00984F,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT009850,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009851,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,1
DPSRT009852,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,2
DPSRT009853,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,1
DPSRT009854,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009855,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009856,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009857,W,2010-06-28,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009858,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009859,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00985A,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00985B,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT00985C,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00985D,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,1
DPSRT00985E,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00985F,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,1
DPSRT009860,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009861,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009862,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009863,W,2010-07-05,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009864,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009865,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009866,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009867,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009868,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009869,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00986A,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00986B,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,1
DPSRT00986C,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT00986D,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT00986E,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00986F,W,2010-07-12,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT009870,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT009871,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009872,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009873,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009874,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009875,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009876,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009877,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009878,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT009879,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00987A,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00987B,W,2010-07-19,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT00987C,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT00987D,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00987E,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00987F,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009880,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009881,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009882,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009883,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009884,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT009885,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT009886,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009887,W,2010-07-26,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009888,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009889,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00988A,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00988B,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT00988C,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00988D,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00988E,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00988F,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009890,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT009891,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT009892,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009893,W,2010-08-02,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009894,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009895,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009896,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009897,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009898,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009899,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00989A,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00989B,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,2
DPSRT00989C,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT00989D,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00989E,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00989F,W,2010-08-09,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT0098A0,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098A1,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,1
DPSRT0098A2,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098A3,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0098A4,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098A5,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098A6,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098A7,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098A8,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,3
DPSRT0098A9,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT0098AA,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098AB,W,2010-08-16,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0098AC,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT0098AD,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098AE,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098AF,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0098B0,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098B1,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098B2,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098B3,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,1
DPSRT0098B4,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT0098B5,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098B6,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098B7,W,2010-08-23,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT0098B8,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098B9,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098BA,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098BB,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0098BC,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098BD,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098BE,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,1
DPSRT0098BF,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098C0,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT0098C1,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098C2,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098C3,W,2010-08-30,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT0098C4,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098C5,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098C6,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098C7,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0098C8,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098C9,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098CA,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098CB,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098CC,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT0098CD,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098CE,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098CF,W,2010-09-06,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0098D0,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098D1,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098D2,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098D3,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0098D4,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098D5,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098D6,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098D7,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098D8,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,4
DPSRT0098D9,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT0098DA,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098DB,W,2010-09-13,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0098DC,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT0098DD,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098DE,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098DF,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0098E0,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098E1,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098E2,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098E3,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098E4,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT0098E5,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098E6,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
