uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT0098E7,W,2010-09-20,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0098E8,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098E9,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098EA,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098EB,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,6
DPSRT0098EC,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098ED,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098EE,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098EF,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098F0,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT0098F1,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098F2,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098F3,W,2010-09-27,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT0098F4,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0098F5,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0098F6,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0098F7,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0098F8,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0098F9,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT0098FA,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0098FB,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0098FC,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT0098FD,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0098FE,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0098FF,W,2010-10-04,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT009900,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009901,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009902,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009903,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,33
DPSRT009904,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009905,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009906,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009907,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009908,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009909,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00990A,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00990B,W,2010-10-11,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00990C,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT00990D,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00990E,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00990F,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,7
DPSRT009910,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009911,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009912,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009913,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009914,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009915,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009916,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,2
DPSRT009917,W,2010-10-18,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009918,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009919,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00991A,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00991B,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,13
DPSRT00991C,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00991D,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00991E,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00991F,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009920,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009921,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009922,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009923,W,2010-10-25,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009924,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009925,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009926,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009927,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,6
DPSRT009928,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009929,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00992A,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00992B,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT00992C,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT00992D,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00992E,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00992F,W,2010-11-01,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT009930,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009931,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009932,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009933,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,5
DPSRT009934,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009935,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009936,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009937,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009938,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009939,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00993A,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00993B,W,2010-11-08,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00993C,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT00993D,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00993E,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,1
DPSRT00993F,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,11
DPSRT009940,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009941,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,1
DPSRT009942,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009943,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009944,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009945,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT009946,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009947,W,2010-11-15,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT009948,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,1
DPSRT009949,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00994A,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00994B,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,6
DPSRT00994C,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00994D,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00994E,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00994F,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,1
DPSRT009950,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009951,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009952,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009953,W,2010-11-22,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009954,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009955,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009956,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009957,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT009958,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009959,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00995A,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00995B,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT00995C,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT00995D,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00995E,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00995F,W,2010-11-29,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009960,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009961,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009962,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009963,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,6
DPSRT009964,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009965,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009966,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009967,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009968,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009969,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00996A,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00996B,W,2010-12-06,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00996C,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT00996D,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00996E,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00996F,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT009970,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009971,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT009972,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009973,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009974,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009975,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009976,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009977,W,2010-12-13,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,1
DPSRT009978,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009979,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00997A,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00997B,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT00997C,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT00997D,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00997E,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00997F,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009980,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT009981,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT009982,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT009983,W,2010-12-20,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,6
DPSRT009984,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009985,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009986,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009987,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT009988,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009989,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,0
DPSRT00998A,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT00998B,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT00998C,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT00998D,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00998E,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00998F,W,2010-12-27,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT009990,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT009991,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT009992,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT009993,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT009994,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT009995,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,2
DPSRT009996,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT009997,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT009998,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT009999,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT00999A,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT00999B,W,2011-01-03,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT00999C,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT00999D,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT00999E,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT00999F,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0099A0,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0099A1,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,1
DPSRT0099A2,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0099A3,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0099A4,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,0
DPSRT0099A5,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0099A6,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0099A7,W,2011-01-10,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0099A8,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0099A9,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0099AA,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0099AB,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0099AC,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0099AD,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,1
DPSRT0099AE,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0099AF,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0099B0,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,1
DPSRT0099B1,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,1
DPSRT0099B2,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0099B3,W,2011-01-17,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0099B4,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
DPSRT0099B5,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A27,LEPTOSPIROSIS,0
DPSRT0099B6,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A27,LEPTOSPIROSIS,0
DPSRT0099B7,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,9
DPSRT0099B8,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A27,LEPTOSPIROSIS,0
DPSRT0099B9,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A27,LEPTOSPIROSIS,2
DPSRT0099BA,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A27,LEPTOSPIROSIS,0
DPSRT0099BB,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A27,LEPTOSPIROSIS,0
DPSRT0099BC,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A27,LEPTOSPIROSIS,2
DPSRT0099BD,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A27,LEPTOSPIROSIS,0
DPSRT0099BE,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A27,LEPTOSPIROSIS,0
DPSRT0099BF,W,2011-01-24,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A27,LEPTOSPIROSIS,0
DPSRT0099C0,W,2011-01-31,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A27,LEPTOSPIROSIS,0
